,fullback,team,minutes_played,overlap_inversion,final_third_entries,defensive_performance,ball_progression,chance_creation,matches_played,full_match_equivalent,overlap_inversion_ci,final_third_entries_ci,defensive_performance_ci,ball_progression_ci,chance_creation_ci,composite_score,competition_id,season_id
518,Stefano Sabelli,Carpi,93.98,5.5,5.7,5.7,5.8,6.7,1,1.0,0.03,0.03,0.02,0.02,0.0,5.88,12,27
15,Alan Wright,Middlesbrough,90.98,5.8,6.0,5.9,5.7,6.0,1,1.0,0.03,0.03,0.02,0.02,0.0,5.88,2,44
143,Denis Irwin,Wolverhampton Wanderers,91.98,5.6,5.7,5.9,5.6,6.6,1,1.0,0.03,0.03,0.02,0.02,0.0,5.88,2,44
499,Sam Adekugbe,Canada,81.98,6.0,6.1,5.2,6.1,6.0,2,0.9,0.03,0.03,0.02,0.02,0.0,5.88,43,106
544,Tony Hibbert,Everton,90.98,5.6,6.1,5.5,6.2,5.9,1,1.0,0.03,0.03,0.02,0.02,0.0,5.86,2,44
540,Timothy Castagne,Belgium,92.98,6.0,5.8,5.2,6.0,6.3,1,1.0,0.04,0.04,0.03,0.03,0.0,5.86,55,282
253,Iván Balliu Campeny,Albania,85.97,5.9,6.0,5.9,5.9,5.6,1,1.0,0.04,0.04,0.03,0.03,0.0,5.86,55,282
404,Micky van de Ven,Netherlands,76.93,6.0,5.8,5.7,5.7,6.1,4,0.9,0.04,0.04,0.03,0.03,0.0,5.86,55,282
458,Pablo Paulino Rosario,OGC Nice,23.97,5.5,5.9,6.0,5.9,6.0,1,0.3,0.03,0.04,0.03,0.03,0.0,5.86,7,235
61,Antonio Candreva,Lazio,95.98,5.7,5.8,4.7,6.0,7.1,1,1.1,0.03,0.03,0.02,0.02,0.0,5.86,12,27
118,Damien Johnson,Birmingham City,91.98,5.6,6.2,5.7,6.4,5.3,1,1.0,0.03,0.03,0.02,0.02,0.0,5.84,2,44
132,Darren Kenton,Southampton,117.98,6.0,5.4,6.3,5.6,5.9,2,1.3,0.03,0.03,0.02,0.02,0.0,5.84,2,44
83,Bilal Brahimi,OGC Nice,25.97,5.6,5.5,5.8,6.0,6.3,1,0.3,0.03,0.04,0.03,0.03,0.0,5.84,7,235
448,Oleg Luzhny,Wolverhampton Wanderers,89.95,5.6,6.3,5.9,5.8,5.6,1,1.0,0.03,0.03,0.02,0.02,0.0,5.84,2,44
426,Nelson Sissoko,Saint-Étienne,47.0,5.7,6.1,5.9,6.1,5.4,1,0.5,0.04,0.04,0.03,0.03,0.0,5.84,7,108
446,Néstor Alejandro Araújo Razo,Mexico,92.97,6.0,5.7,5.6,6.2,5.7,1,1.0,0.03,0.03,0.02,0.02,0.0,5.84,43,106
521,Stephen Kelly,Tottenham Hotspur,78.0,5.4,6.0,5.9,5.9,5.9,1,0.9,0.03,0.03,0.02,0.02,0.0,5.82,2,44
92,Bryan Oviedo,Costa Rica,81.0,6.0,5.7,5.7,6.1,5.6,1,0.9,0.03,0.03,0.02,0.02,0.0,5.82,43,106
55,Andy Impey,Leicester City,92.98,5.6,5.7,5.3,5.8,6.7,1,1.0,0.03,0.03,0.02,0.02,0.0,5.82,2,44
80,Benjamin Pavard,France,88.0,5.9,6.4,5.2,6.1,5.5,1,1.0,0.03,0.03,0.02,0.02,0.0,5.82,43,106
476,Quentin Merlin,Nantes,34.87,5.6,5.9,5.4,5.8,6.4,1,0.4,0.04,0.04,0.03,0.03,0.0,5.82,7,108
527,Tajon Buchanan,Canada,93.98,6.2,5.2,5.2,6.3,6.2,1,1.0,0.03,0.03,0.02,0.02,0.0,5.82,43,106
136,David Unsworth,Everton,67.0,5.6,5.4,5.9,5.4,6.8,1,0.7,0.03,0.03,0.02,0.02,0.0,5.82,2,44
59,Antoine Mendy,OGC Nice,62.0,6.0,5.5,6.0,5.5,6.0,1,0.7,0.03,0.04,0.03,0.03,0.0,5.8,7,235
0,Aaron Hughes,Newcastle United,92.98,5.6,6.0,5.7,5.9,5.8,1,1.0,0.03,0.03,0.02,0.02,0.0,5.8,2,44
525,Sébastien Corchia,Nantes,41.0,5.6,5.9,5.8,5.7,5.9,1,0.5,0.04,0.04,0.03,0.03,0.0,5.78,7,108
561,Warren Kamanzi,Toulouse,59.0,5.9,6.3,5.5,5.5,5.7,1,0.7,0.03,0.04,0.03,0.03,0.0,5.78,7,235
272,Joakim Mæhle,Denmark,95.98,6.2,6.0,5.2,5.8,5.7,1,1.1,0.04,0.04,0.03,0.03,0.0,5.78,55,282
455,Pablo Estífer Armero,Udinese,95.98,5.7,5.7,4.7,6.0,6.8,1,1.1,0.03,0.03,0.02,0.02,0.0,5.78,12,27
177,Ezequiel Muñoz,Genoa,93.98,5.6,5.9,6.4,5.9,5.1,1,1.0,0.03,0.03,0.02,0.02,0.0,5.78,12,27
249,Issa Kabore,Marseille,24.95,5.5,5.9,6.3,5.5,5.7,1,0.3,0.03,0.04,0.03,0.03,0.0,5.78,7,235
107,Colin Cooper,Middlesbrough,91.98,5.7,5.8,5.8,5.5,6.0,1,1.0,0.03,0.03,0.02,0.02,0.0,5.76,2,44
45,Amine Adli,Bayer Leverkusen,27.0,5.6,5.4,5.4,6.1,6.3,1,0.3,0.03,0.04,0.03,0.02,0.0,5.76,9,281
239,Ian Maatsen,Borussia Dortmund,45.0,5.9,5.4,6.6,5.4,5.5,1,0.5,0.03,0.04,0.03,0.02,0.0,5.76,9,281
352,Luke Young,Charlton Athletic,91.98,5.6,5.5,6.0,5.5,6.2,1,1.0,0.03,0.03,0.02,0.02,0.0,5.76,2,44
140,Davide Zappacosta,Torino,89.98,5.4,5.7,6.1,6.1,5.5,1,1.0,0.03,0.03,0.02,0.02,0.0,5.76,12,27
16,Alberto Grassi,Atalanta,91.98,5.5,6.2,5.5,6.7,4.8,1,1.0,0.03,0.03,0.02,0.02,0.0,5.74,12,27
569,Yukhym Konoplya,Ukraine,71.0,5.8,6.0,5.5,5.8,5.6,1,0.8,0.04,0.04,0.03,0.03,0.0,5.74,55,282
166,Emerson Palmieri dos Santos,AS Roma,136.72,6.3,5.5,5.8,5.3,5.8,4,1.5,0.03,0.03,0.02,0.02,0.0,5.74,12,27
86,Boris Živković,Portsmouth,86.98,5.8,5.7,5.8,5.5,5.8,1,1.0,0.03,0.03,0.02,0.02,0.0,5.72,2,44
108,Colin Dagba,Paris Saint-Germain,28.98,5.5,5.8,5.6,5.9,5.8,1,0.3,0.04,0.04,0.03,0.03,0.0,5.72,7,108
403,Mickaël Alphonse,AC Ajaccio,17.0,5.5,5.8,5.5,5.5,6.3,1,0.2,0.03,0.04,0.03,0.03,0.0,5.72,7,235
70,Arthur Theate,Belgium,72.0,5.9,6.0,5.4,5.8,5.4,1,0.8,0.04,0.04,0.03,0.03,0.0,5.7,55,282
57,Ansgar Knauff,Eintracht Frankfurt,23.98,5.6,5.4,5.4,5.7,6.4,1,0.3,0.03,0.04,0.03,0.02,0.0,5.7,9,281
190,Federico Dimarco,Italy,82.0,6.0,5.2,5.2,6.4,5.7,1,0.9,0.04,0.04,0.03,0.03,0.0,5.7,55,282
209,Gabriel Alonso Suazo Urbina,Toulouse,19.93,5.5,5.8,5.5,5.9,5.8,1,0.2,0.03,0.04,0.03,0.03,0.0,5.7,7,235
322,Kévin Constant,Bologna,108.95,5.9,6.3,4.7,6.3,5.2,2,1.2,0.03,0.03,0.02,0.02,0.0,5.68,12,27
460,Paolo Sammarco,Frosinone,92.98,5.6,5.9,5.6,6.0,5.3,1,1.0,0.03,0.03,0.02,0.02,0.0,5.68,12,27
131,Danny Mills,Middlesbrough,89.98,5.7,5.4,6.0,5.8,5.5,1,1.0,0.03,0.03,0.02,0.02,0.0,5.68,2,44
451,Oliver Kragl,Frosinone,94.97,5.7,5.5,5.6,5.1,6.5,1,1.1,0.03,0.03,0.02,0.02,0.0,5.68,12,27
259,Jan Vertonghen,Belgium,94.98,6.2,6.1,5.2,5.7,5.2,1,1.1,0.03,0.03,0.02,0.02,0.0,5.68,43,106
94,Caio Henrique Oliveira Silva,AS Monaco,44.0,5.7,5.4,5.4,5.9,6.0,1,0.5,0.04,0.04,0.03,0.03,0.0,5.68,7,108
513,Simone Missiroli,Sassuolo,91.98,5.5,5.6,5.3,6.2,5.8,1,1.0,0.03,0.03,0.02,0.02,0.0,5.68,12,27
575,Álvaro Odriozola Arzallus,Real Madrid,47.98,5.7,5.7,5.9,5.5,5.6,1,0.5,0.03,0.04,0.03,0.03,0.0,5.68,11,90
452,Olivier Bernard,Newcastle United,91.98,5.8,6.0,5.8,5.5,5.3,1,1.0,0.03,0.03,0.02,0.02,0.0,5.68,2,44
95,Carlos Clerc Martínez,Levante UD,92.98,5.6,5.3,6.1,5.4,5.9,1,1.0,0.03,0.04,0.02,0.03,0.0,5.66,11,42
303,João Victor da Silva Marcelino,Nantes,22.98,5.5,5.9,5.5,5.9,5.5,1,0.3,0.03,0.04,0.03,0.03,0.0,5.66,7,235
141,DeAndre Yedlin,United States,45.95,5.5,5.6,5.6,5.8,5.8,2,0.5,0.03,0.03,0.02,0.02,0.0,5.66,43,106
133,David Doudera,Czech Republic,89.98,6.1,5.2,5.8,5.5,5.7,1,1.0,0.04,0.04,0.03,0.03,0.0,5.66,55,282
523,Stuart Parnaby,Middlesbrough,90.98,5.6,5.8,5.4,5.5,6.0,1,1.0,0.03,0.03,0.02,0.02,0.0,5.66,2,44
43,Amankwaa Akurugu,Getafe,45.92,5.7,6.0,5.4,5.5,5.7,1,0.5,0.03,0.04,0.03,0.03,0.0,5.66,11,90
91,Bruno da Silva Peres,Torino,92.98,5.5,5.5,5.9,5.4,6.0,1,1.0,0.03,0.03,0.02,0.02,0.0,5.66,12,27
53,Andrei Burcă Andonie,Romania,81.0,6.0,5.8,5.2,5.5,5.7,1,0.9,0.04,0.04,0.03,0.03,0.0,5.64,55,282
105,Chul Hong,South Korea,44.0,5.6,5.9,5.2,5.8,5.7,1,0.5,0.03,0.03,0.02,0.02,0.0,5.64,43,106
163,El Chadaille Bitshiabu,Paris Saint-Germain,18.0,5.5,5.8,5.5,5.8,5.6,1,0.2,0.03,0.04,0.03,0.03,0.0,5.64,7,235
48,Andrea Barzagli,Juventus,89.0,5.5,5.5,6.7,5.6,4.9,1,1.0,0.03,0.03,0.02,0.02,0.0,5.64,12,27
434,Nicolò Cherubin,Atalanta,107.97,5.9,5.6,5.6,5.5,5.5,2,1.2,0.03,0.03,0.02,0.02,0.0,5.62,12,27
189,Federico Bernardeschi,Fiorentina,93.98,5.7,5.7,5.3,5.5,5.9,1,1.0,0.03,0.03,0.02,0.02,0.0,5.62,12,27
58,Anthony Rouault,VfB Stuttgart,24.65,5.5,5.7,5.4,5.9,5.5,2,0.3,0.03,0.04,0.03,0.02,0.0,5.6,9,281
102,Chris Baird,Southampton,58.0,5.3,5.3,6.3,5.3,5.8,1,0.6,0.03,0.03,0.02,0.02,0.0,5.6,2,44
29,Alessio Romagnoli,AC Milan,91.98,5.7,5.2,6.2,5.4,5.4,1,1.0,0.03,0.03,0.02,0.02,0.0,5.58,12,27
488,Richie Laryea,Canada,59.0,5.8,5.2,5.7,5.3,5.9,1,0.7,0.03,0.03,0.02,0.02,0.0,5.58,43,106
111,Cristian Eduardo Zapata Valencia,AC Milan,82.0,5.4,5.5,6.5,5.6,4.9,1,0.9,0.03,0.03,0.02,0.02,0.0,5.58,12,27
467,Perparim Hetemaj,Chievo,92.98,5.7,5.4,6.1,5.1,5.6,1,1.0,0.03,0.03,0.02,0.02,0.0,5.58,12,27
375,Marnon Busch,FC Heidenheim,17.98,5.4,5.6,5.9,5.4,5.6,1,0.2,0.03,0.04,0.03,0.02,0.0,5.58,9,281
2,Abdelhamid Sabiri,Morocco,26.97,5.4,5.2,5.2,5.7,6.3,1,0.3,0.03,0.03,0.02,0.02,0.0,5.56,43,106
100,Carlos Soler Barragán,Paris Saint-Germain,18.98,5.5,5.5,5.5,5.5,5.7,1,0.2,0.03,0.04,0.03,0.03,0.0,5.54,7,235
206,Franco Damián Vázquez,Sevilla,40.98,5.4,5.4,5.8,5.7,5.4,1,0.5,0.03,0.03,0.02,0.02,0.0,5.54,11,4
481,Rasmus Nissen Kristensen,Denmark,46.0,5.5,5.7,5.2,5.7,5.6,1,0.5,0.03,0.03,0.02,0.02,0.0,5.54,43,106
380,Massadio Haïdara,Lens,16.0,5.5,5.5,5.5,5.5,5.7,1,0.2,0.03,0.04,0.03,0.03,0.0,5.54,7,235
167,Emil Hallfreðsson,Hellas Verona,93.98,5.7,5.0,5.5,5.3,6.1,1,1.0,0.03,0.03,0.02,0.02,0.0,5.52,12,27
99,Carlos Neva Tey,Granada,42.0,5.7,5.4,5.4,5.4,5.7,1,0.5,0.03,0.04,0.03,0.03,0.0,5.52,11,90
193,Felipe Dias da Silva dal Belo,Udinese,91.98,5.6,5.5,5.5,5.5,5.5,1,1.0,0.03,0.03,0.02,0.02,0.0,5.52,12,27
104,Christophe Hérelle,Stade Brestois,12.87,5.5,5.5,5.5,5.5,5.6,1,0.1,0.03,0.04,0.03,0.03,0.0,5.52,7,235
211,Gabriel Iván Mercado,Sevilla,50.0,5.5,5.4,5.9,5.4,5.4,1,0.6,0.03,0.03,0.02,0.02,0.0,5.52,11,4
498,Salomon Junior Sambia,Montpellier,14.97,5.4,5.6,5.4,5.6,5.6,1,0.2,0.04,0.04,0.03,0.03,0.0,5.52,7,108
134,David Ferreiro Quiroga,Huesca,19.95,5.4,5.5,5.4,5.6,5.7,1,0.2,0.03,0.04,0.03,0.03,0.0,5.52,11,90
574,Álvaro Borja Morata Martín,Atlético Madrid,34.98,5.4,5.4,5.8,5.4,5.5,1,0.4,0.03,0.03,0.02,0.02,0.0,5.5,11,4
307,Juan Carlos Real Ruiz,Huesca,17.0,5.4,5.4,5.6,5.4,5.7,1,0.2,0.03,0.04,0.03,0.03,0.0,5.5,11,90
423,Nathan Tella,Bayer Leverkusen,9.9,5.4,5.4,5.4,5.4,5.9,1,0.1,0.03,0.04,0.03,0.02,0.0,5.5,9,281
123,Daniel Wass,Valencia,93.97,5.5,5.3,5.3,5.5,5.9,1,1.0,0.03,0.04,0.02,0.03,0.0,5.5,11,42
279,Jordan Lotomba,OGC Nice,14.98,5.4,5.6,5.4,5.6,5.4,1,0.2,0.04,0.04,0.03,0.03,0.0,5.48,7,108
240,Ibrahim Amadou,Sevilla,34.95,5.4,5.7,5.4,5.4,5.5,1,0.4,0.03,0.03,0.02,0.02,0.0,5.48,11,4
473,Pol Mikel Lirola Kosok,Marseille,18.98,5.4,5.4,5.7,5.4,5.5,1,0.2,0.04,0.04,0.03,0.03,0.0,5.48,7,108
269,Jesús Vallejo Lázaro,Granada,32.0,5.5,5.4,5.4,5.4,5.7,1,0.4,0.03,0.04,0.03,0.03,0.0,5.48,11,90
153,Domagoj Bradarić,Lille,20.95,5.5,5.4,5.4,5.4,5.7,1,0.2,0.04,0.04,0.03,0.03,0.0,5.48,7,108
194,Felix Passlack,Bochum,14.0,5.4,5.4,5.5,5.5,5.6,1,0.2,0.03,0.04,0.03,0.02,0.0,5.48,9,281
203,Fran Karačić,Australia,25.98,5.3,5.4,5.5,5.5,5.7,1,0.3,0.03,0.03,0.02,0.02,0.0,5.48,43,106
252,Ivaylo Chochev,Palermo,92.98,5.6,5.2,5.7,5.5,5.3,1,1.0,0.03,0.03,0.02,0.02,0.0,5.46,12,27
33,Alexander Hartmann Bah,Denmark,47.98,5.5,5.2,5.6,5.2,5.7,1,0.5,0.03,0.03,0.02,0.02,0.0,5.44,43,106
81,Benno Schmitz,FC Köln,8.98,5.4,5.4,5.6,5.4,5.4,1,0.1,0.03,0.04,0.03,0.02,0.0,5.44,9,281
558,Vratislav Greško,Blackburn Rovers,44.0,5.3,5.4,5.4,5.3,5.8,1,0.5,0.03,0.03,0.02,0.02,0.0,5.44,2,44
44,Ambroise Oyongo Bitolo,Montpellier,12.0,5.4,5.4,5.4,5.4,5.5,1,0.1,0.04,0.04,0.03,0.03,0.0,5.42,7,108
376,Martin Braithwaite Christensen,Barcelona,6.82,5.4,5.4,5.5,5.4,5.4,1,0.1,0.03,0.04,0.03,0.03,0.0,5.42,11,90
11,Adam Obert,Slovakia,24.98,5.4,5.5,5.4,5.5,5.3,1,0.3,0.04,0.04,0.03,0.03,0.0,5.42,55,282
490,Riyadh Sharahili,Saudi Arabia,59.97,5.7,5.2,5.2,5.2,5.8,1,0.7,0.03,0.03,0.02,0.02,0.0,5.42,43,106
144,Denis Odoi,Ghana,21.9,5.3,5.6,5.3,5.6,5.2,1,0.2,0.03,0.03,0.02,0.02,0.0,5.4,43,106
333,Luca Jannis Kilian,FC Köln,2.98,5.4,5.4,5.4,5.4,5.4,1,0.0,0.03,0.04,0.03,0.02,0.0,5.4,9,281
338,Lucas Calodat,Saint-Étienne,4.42,5.4,5.4,5.4,5.4,5.4,1,0.0,0.04,0.04,0.03,0.03,0.0,5.4,7,108
350,Lukas Ullrich,Borussia Mönchengladbach,4.72,5.4,5.4,5.4,5.4,5.4,1,0.1,0.03,0.04,0.03,0.02,0.0,5.4,9,281
125,Daniele Rugani,Juventus,92.98,5.7,5.2,5.9,5.2,5.0,1,1.0,0.03,0.03,0.02,0.02,0.0,5.4,12,27
573,Zeno Debast,Belgium,17.97,5.3,5.5,5.3,5.4,5.5,1,0.2,0.04,0.04,0.03,0.03,0.0,5.4,55,282
579,Íñigo Lekue Martínez,Athletic Club,8.72,5.4,5.4,5.4,5.4,5.4,1,0.1,0.03,0.04,0.03,0.03,0.0,5.4,11,90
324,Lazaros Christodoulopoulos,Sampdoria,76.97,5.3,5.7,4.7,5.3,6.0,2,0.9,0.03,0.03,0.02,0.02,0.0,5.4,12,27
491,Robert Skov,Denmark,24.98,5.4,5.2,5.2,5.4,5.7,1,0.3,0.03,0.03,0.02,0.02,0.0,5.38,43,106
553,Victor Bernth Kristansen,Denmark,14.88,5.3,5.3,5.6,5.3,5.3,1,0.2,0.04,0.04,0.03,0.03,0.0,5.36,55,282
461,Pascal Cygan,Arsenal,71.93,5.6,5.3,5.3,5.3,5.3,2,0.8,0.03,0.03,0.02,0.02,0.0,5.36,2,44
545,Trent Alexander-Arnold,England,31.98,5.4,5.4,5.2,5.5,5.3,1,0.4,0.03,0.03,0.02,0.02,0.0,5.36,43,106
71,Artur Jędrzejczyk,Poland,22.97,5.3,5.4,5.2,5.5,5.3,1,0.3,0.03,0.03,0.02,0.02,0.0,5.34,43,106
96,Carlos Manuel Martínez Castro,Costa Rica,42.0,5.5,5.2,5.6,5.2,5.2,1,0.5,0.03,0.03,0.02,0.02,0.0,5.34,43,106
101,Cesare Bovo,Torino,91.98,5.5,5.3,4.7,5.6,5.6,1,1.0,0.03,0.03,0.02,0.02,0.0,5.34,12,27
124,Daniele Croce,Empoli,54.0,5.1,5.4,5.5,5.3,5.3,1,0.6,0.03,0.03,0.02,0.02,0.0,5.32,12,27
7,Abolfazl Jalali,Iran,26.98,5.4,5.3,5.2,5.3,5.4,1,0.3,0.03,0.03,0.02,0.02,0.0,5.32,43,106
314,Kevin Nahin Álvarez Campos,Mexico,10.97,5.2,5.3,5.2,5.5,5.3,1,0.1,0.03,0.03,0.02,0.02,0.0,5.3,43,106
482,Raúl García Carnero,Real Valladolid,23.0,5.3,5.3,5.3,5.3,5.3,1,0.3,0.03,0.04,0.02,0.03,0.0,5.3,11,42
127,Danilo Fernando Avelar,Torino,36.98,5.0,5.3,5.5,5.0,5.7,1,0.4,0.03,0.03,0.02,0.02,0.0,5.3,12,27
149,Dino Baggio,Blackburn Rovers,6.0,5.3,5.3,5.3,5.3,5.3,1,0.1,0.03,0.03,0.02,0.02,0.0,5.3,2,44
27,Alessandro Longhi,Sassuolo,89.97,5.6,5.6,4.7,5.5,5.1,2,1.0,0.03,0.03,0.02,0.02,0.0,5.3,12,27
49,Andrea Cambiaso,Italy,11.9,5.2,5.4,5.3,5.3,5.3,1,0.1,0.04,0.04,0.03,0.03,0.0,5.3,55,282
337,Luca Siligardi,Hellas Verona,35.98,4.9,5.1,5.8,5.0,5.6,1,0.4,0.03,0.03,0.02,0.02,0.0,5.28,12,27
550,Vasile Mogoș,Romania,32.0,5.5,5.2,5.2,5.2,5.3,1,0.4,0.04,0.04,0.03,0.03,0.0,5.28,55,282
227,Gleison Bremer Silva Nascimento,Brazil,21.98,5.3,5.5,5.2,5.2,5.2,1,0.2,0.03,0.03,0.02,0.02,0.0,5.28,43,106
169,Emiliano Moretti,Torino,92.98,5.7,5.1,4.7,5.8,5.0,1,1.0,0.03,0.03,0.02,0.02,0.0,5.26,12,27
430,Nico Schlotterbeck,Germany,8.93,5.2,5.3,5.2,5.3,5.3,1,0.1,0.03,0.03,0.02,0.02,0.0,5.26,43,106
509,Shaquell Moore,United States,18.93,5.2,5.2,5.3,5.3,5.2,1,0.2,0.03,0.03,0.02,0.02,0.0,5.24,43,106
202,Fodé Ballo Touré,Senegal,10.87,5.2,5.4,5.2,5.2,5.2,1,0.1,0.03,0.03,0.02,0.02,0.0,5.24,43,106
142,Deian Cristian Sorescu,Romania,4.68,5.2,5.3,5.2,5.2,5.2,1,0.1,0.04,0.04,0.03,0.03,0.0,5.22,55,282
347,Luka Lochoshvili,Georgia,20.95,5.3,5.2,5.2,5.2,5.2,1,0.2,0.04,0.04,0.03,0.03,0.0,5.22,55,282
172,Eray Ervin Cömert,Switzerland,4.98,5.2,5.2,5.2,5.3,5.2,1,0.1,0.03,0.03,0.02,0.02,0.0,5.22,43,106
390,Matías Nicolás Viña Susperreguy,Uruguay,14.98,5.2,5.2,5.3,5.2,5.2,1,0.2,0.03,0.03,0.02,0.02,0.0,5.22,43,106
340,Lucas Hernández Pi,France,12.0,5.2,5.2,5.2,5.2,5.2,1,0.1,0.03,0.03,0.02,0.02,0.0,5.2,43,106
178,Fabian Frei,Switzerland,7.98,5.2,5.2,5.2,5.2,5.2,1,0.1,0.03,0.03,0.02,0.02,0.0,5.2,43,106
248,Issa Cissokho,Genoa,43.77,5.0,5.2,4.7,5.5,5.6,2,0.5,0.03,0.03,0.02,0.02,0.0,5.2,12,27
280,Jordan Morris,United States,5.82,5.2,5.2,5.2,5.2,5.2,1,0.1,0.03,0.03,0.02,0.02,0.0,5.2,43,106
291,Joshua Zirkzee,Netherlands,1.98,5.2,5.2,5.2,5.2,5.2,1,0.0,0.04,0.04,0.03,0.03,0.0,5.2,55,282
439,Norbert Gyömbér,AS Roma,46.98,5.1,5.4,5.1,5.1,5.1,1,0.5,0.03,0.03,0.02,0.02,0.0,5.16,12,27
306,Juan Camilo Zúñiga Mosquera,Bologna,55.97,5.1,5.4,4.9,5.3,5.1,2,0.6,0.03,0.03,0.02,0.02,0.0,5.16,12,27
372,Marios Oikonomou,Bologna,35.97,4.9,5.0,5.1,5.2,5.1,1,0.4,0.03,0.03,0.02,0.02,0.0,5.06,12,27
309,Juan Guillermo Cuadrado Bello,Juventus,25.98,4.8,4.8,5.5,4.8,5.4,1,0.3,0.03,0.03,0.02,0.02,0.0,5.06,12,27
477,Rafael Tolói,Atalanta,56.93,5.1,5.3,4.9,5.0,4.8,2,0.6,0.03,0.03,0.02,0.02,0.0,5.02,12,27
199,Filippo Costa,Chievo,40.97,5.0,4.7,5.4,4.9,5.1,2,0.5,0.03,0.03,0.02,0.02,0.0,5.02,12,27
85,Blerim Džemaili,Genoa,32.98,4.9,4.9,4.7,5.1,5.5,1,0.4,0.03,0.03,0.02,0.02,0.0,5.02,12,27
560,Wallace Oliveira dos Santos,Carpi,22.95,4.7,4.7,5.3,4.9,5.1,1,0.3,0.03,0.03,0.02,0.02,0.0,4.94,12,27
334,Luca Paganini,Frosinone,31.98,4.9,5.1,4.7,5.3,4.7,1,0.4,0.03,0.03,0.02,0.02,0.0,4.94,12,27
197,Filip Helander,Hellas Verona,43.98,5.1,5.0,4.7,4.9,5.0,1,0.5,0.03,0.03,0.02,0.02,0.0,4.94,12,27
412,Modibo Diakité,Sampdoria,87.0,5.5,4.7,4.7,4.7,4.8,1,1.0,0.03,0.03,0.02,0.02,0.0,4.88,12,27
552,Vasyl Pryyma,Frosinone,27.95,4.8,4.7,4.7,4.7,5.3,1,0.3,0.03,0.03,0.02,0.02,0.0,4.84,12,27
392,Maurício dos Santos Nascimento,Lazio,20.32,4.7,4.8,5.2,4.7,4.7,2,0.2,0.03,0.03,0.02,0.02,0.0,4.82,12,27
106,Claud Adjapong,Sassuolo,19.98,4.7,5.0,4.9,4.7,4.7,1,0.2,0.03,0.03,0.02,0.02,0.0,4.8,12,27
168,Emil Krafth,Bologna,11.8,4.7,4.8,4.8,4.9,4.7,1,0.1,0.03,0.03,0.02,0.02,0.0,4.78,12,27
335,Luca Rizzo,Bologna,16.98,4.7,4.8,4.9,4.7,4.7,1,0.2,0.03,0.03,0.02,0.02,0.0,4.76,12,27
459,Paolo Cannavaro,Sassuolo,27.92,4.8,4.7,4.7,4.8,4.7,1,0.3,0.03,0.03,0.02,0.02,0.0,4.74,12,27
361,Marcelo Alejandro Estigarribia Balmori,Atalanta,15.97,4.7,4.7,4.7,4.7,4.9,1,0.2,0.03,0.03,0.02,0.02,0.0,4.74,12,27
363,Marco D''Alessandro,Atalanta,12.85,4.7,4.7,4.7,4.7,4.9,1,0.1,0.03,0.03,0.02,0.02,0.0,4.74,12,27
24,Aleksandar Tonev,Frosinone,18.98,4.7,4.7,4.7,4.7,4.7,1,0.2,0.03,0.03,0.02,0.02,0.0,4.7,12,27
200,Filippo Falco,Bologna,7.93,4.7,4.7,4.7,4.7,4.7,1,0.1,0.03,0.03,0.02,0.02,0.0,4.7,12,27
