midfielder,team,season_id,pass_control,ball_progression,defensive_contribution,creative_output,cluster_profile,relative_pass_control,relative_ball_progression,relative_defensive_contribution,relative_creative_output
Angel Gomes,Lille,235,6.1,1.92,8.53,4.19,Box-to-Box,0.915,-3.2649999999999997,3.3449999999999998,-0.9949999999999992
Angelo Fulgini,Lens,235,3.87,5.58,9.12,8.84,Box-to-Box,-2.9825,-1.2725,2.267499999999999,1.9874999999999998
Anis Ben Slimane,Tunisia,106,2.43,2.63,4.43,2.07,Box-to-Box,-0.45999999999999996,-0.26000000000000023,1.5399999999999996,-0.8200000000000003
Anssumane Fati,Barcelona,42,0.41,4.31,5.35,5.1,Box-to-Box,-3.3825,0.5174999999999996,1.5574999999999997,1.3074999999999997
Ante Palaversa,Troyes,235,3.66,0.85,10.0,2.07,Box-to-Box,-0.48499999999999943,-3.2949999999999995,5.855,-2.0749999999999997
Anthony Losilla,Bochum,281,6.92,0.85,6.96,5.2,Box-to-Box,1.9375,-4.1325,1.9775,0.21750000000000025
Antonio Di Natale,Udinese,27,0.93,0.85,4.54,2.07,Box-to-Box,-1.1675,-1.2475,2.4425,-0.027500000000000302
Antonio Floro Flores,Sassuolo,27,4.86,5.32,5.97,5.32,Box-to-Box,-0.5074999999999994,-0.04749999999999943,0.6025,-0.04749999999999943
Antonín Barák,Czech Republic,282,1.06,2.71,7.81,8.46,Box-to-Box,-3.9499999999999997,-2.3,2.8,3.450000000000001
Arbër Zeneli,Stade de Reims,235,1.99,7.7,9.63,9.06,Box-to-Box,-5.105,0.6049999999999995,2.535,1.9649999999999999
Arda Güler,Turkey,282,6.48,4.08,8.86,5.08,Box-to-Box,0.3550000000000004,-2.045,2.7349999999999994,-1.045
Arkadiusz Milik,Poland,106,3.66,2.79,8.57,2.07,Box-to-Box,-0.6124999999999998,-1.4825,4.2975,-2.2025
Armando Izzo,Genoa,27,1.5,2.19,2.97,2.07,Box-to-Box,-0.6825000000000001,0.00749999999999984,0.7875000000000001,-0.11250000000000027
Arnaud Nordin,Montpellier,235,0.83,0.85,5.29,2.07,Box-to-Box,-1.4299999999999997,-1.4099999999999997,3.0300000000000002,-0.18999999999999995
Arnaud Souquet,Montpellier,235,2.81,0.85,8.86,9.82,Box-to-Box,-2.775,-4.735,3.2749999999999995,4.235
Arne Engels,Augsburg,281,5.0,5.01,7.35,2.07,Box-to-Box,0.14250000000000007,0.15249999999999986,2.4924999999999997,-2.7875
Arne Maier,Augsburg,281,4.28,7.01,8.73,4.25,Box-to-Box,-1.7874999999999996,0.9424999999999999,2.6625000000000005,-1.8175
Asier Illarramendi Andonegi,Real Sociedad,4,7.31,4.59,8.2,2.07,Box-to-Box,1.7675,-0.9524999999999997,2.6574999999999998,-3.4724999999999997
Assim Omer Al Haj Madibo,Qatar,106,4.72,2.09,5.65,4.65,Box-to-Box,0.4424999999999999,-2.1875,1.3725000000000005,0.3725000000000005
Atakan Karazor,VfB Stuttgart,281,6.04,0.85,6.44,7.68,Box-to-Box,0.7875000000000005,-4.4025,1.1875000000000009,2.4275
"Augustine Azuka ""Jay-Jay"" Okocha",Bolton Wanderers,44,3.91,3.87,9.14,6.55,Box-to-Box,-1.9575000000000005,-1.9975000000000005,3.2725,0.6824999999999992
Aïssa Bilal Laïdouni,Tunisia,106,7.63,6.09,8.33,7.64,Box-to-Box,0.20750000000000046,-1.3324999999999996,0.9075000000000006,0.21750000000000025
Barnabás Varga,Hungary,282,0.97,0.85,2.04,2.07,Box-to-Box,-0.5125,-0.6325,0.5575000000000001,0.5874999999999999
Barry Ferguson,Blackburn Rovers,44,6.4,2.63,8.23,5.32,Box-to-Box,0.7549999999999999,-3.0150000000000006,2.585,-0.3250000000000002
Benjamin André,Lille,235,6.13,2.69,9.38,5.56,Box-to-Box,0.1899999999999995,-3.2500000000000004,3.4400000000000004,-0.3800000000000008
Benjamin Bourigeaud,Rennes,235,5.37,1.83,7.82,5.7,Box-to-Box,0.1900000000000004,-3.3499999999999996,2.6400000000000006,0.5200000000000005
Billy Gilmour,Scotland,282,4.99,3.25,7.63,2.07,Box-to-Box,0.5049999999999999,-1.2350000000000003,3.1449999999999996,-2.4150000000000005
Billy McKinlay,Leicester City,44,5.36,1.84,7.13,5.92,Box-to-Box,0.2975000000000003,-3.2225,2.0675,0.8574999999999999
Birama Touré,Auxerre,235,6.81,0.85,9.45,6.46,Box-to-Box,0.9174999999999995,-5.0425,3.557499999999999,0.5674999999999999
Borja García Freire,Girona,4,6.14,2.44,9.57,7.52,Box-to-Box,-0.27749999999999986,-3.9774999999999996,3.1525000000000007,1.1025
Boubacar Traore,Metz,108,7.69,0.85,9.0,8.09,Box-to-Box,1.2825000000000006,-5.5575,2.5925000000000002,1.6825
Brais Méndez Portela,Celta Vigo,4,4.48,4.08,9.43,5.92,Box-to-Box,-1.4975000000000005,-1.8975000000000009,3.452499999999999,-0.057500000000000995
Branco van den Boomen,Toulouse,235,6.03,3.46,8.62,8.14,Box-to-Box,-0.5324999999999998,-3.1025,2.057499999999999,1.5775000000000006
Brandon Aguilera Zamora,Costa Rica,106,0.75,0.85,3.81,2.07,Box-to-Box,-1.12,-1.02,1.94,0.19999999999999973
Brett Ormerod,Southampton,44,1.44,0.85,4.82,2.07,Box-to-Box,-0.855,-1.4449999999999998,2.5250000000000004,-0.2250000000000001
Bruno Soriano Llido,Villarreal,42,8.08,2.27,9.77,2.07,Box-to-Box,2.5325000000000006,-3.2774999999999994,4.2225,-3.4774999999999996
Callum Davidson,Leicester City,44,1.27,0.85,4.54,2.07,Box-to-Box,-0.9125000000000001,-1.3325,2.3575,-0.11250000000000027
Carlos Armando Gruezo Arboleda,Ecuador,106,5.9,4.01,8.5,2.07,Box-to-Box,0.7800000000000002,-1.1100000000000003,3.38,-3.0500000000000003
Carlos Mario Carbonero Mancilla,Sampdoria,27,8.96,5.65,9.21,7.45,Box-to-Box,1.142500000000001,-2.1674999999999995,1.392500000000001,-0.3674999999999997
Carlos Uriel Antuna Romero,Mexico,106,1.62,7.13,9.91,9.73,Box-to-Box,-5.4775,0.03249999999999975,2.8125,2.6325000000000003
Christ-Emmanuel Faitout Maouassa,Montpellier,235,0.49,0.85,8.5,2.07,Box-to-Box,-2.4875,-2.1275,5.5225,-0.9075000000000002
Christian Maggio,Napoli,27,2.81,0.85,4.54,2.07,Box-to-Box,0.24250000000000016,-1.7174999999999998,1.9725000000000001,-0.49750000000000005
Claude Makélélé,Chelsea,44,6.57,4.09,9.17,7.07,Box-to-Box,-0.15499999999999936,-2.635,2.4450000000000003,0.34500000000000064
Craig Goodwin,Australia,106,3.62,4.44,9.37,9.21,Box-to-Box,-3.04,-2.2199999999999998,2.709999999999999,2.5500000000000007
Cyrille Bayala,AC Ajaccio,235,4.07,6.14,9.95,2.07,Box-to-Box,-1.4874999999999998,0.5824999999999996,4.392499999999999,-3.4875000000000003
Daichi Kamada,Japan,106,3.93,3.19,8.5,7.95,Box-to-Box,-1.9625,-2.7025,2.6075,2.0575
Daniel Parejo Muñoz,Villarreal,90,6.59,2.29,7.86,5.49,Box-to-Box,1.0325000000000006,-3.267499999999999,2.302500000000001,-0.067499999999999
Danilo Soddimo,Frosinone,27,7.03,8.07,9.05,9.02,Box-to-Box,-1.2625000000000002,-0.22250000000000014,0.7575000000000003,0.7274999999999991
Danylo Ignatenko,Bordeaux,108,6.92,0.85,9.84,8.26,Box-to-Box,0.45250000000000057,-5.6175,3.3725000000000005,1.7925000000000004
Darren Fletcher,Manchester United,44,2.31,6.1,9.74,8.04,Box-to-Box,-4.237499999999999,-0.4474999999999998,3.192500000000001,1.4924999999999997
David Batty,Leeds United,44,5.05,2.33,9.2,7.4,Box-to-Box,-0.9449999999999994,-3.664999999999999,3.205,1.4050000000000011
David Dunn,Birmingham City,44,5.2,5.16,7.67,7.13,Box-to-Box,-1.0899999999999999,-1.13,1.38,0.8399999999999999
David Prutton,Southampton,44,4.5,6.94,9.1,2.07,Box-to-Box,-1.1524999999999999,1.2875000000000005,3.4475,-3.5825
David Zurutuza Veillet,Real Sociedad,4,4.82,4.81,6.37,2.07,Box-to-Box,0.3025000000000002,0.29249999999999954,1.8525,-2.4475000000000002
Davy Klaassen,Netherlands,106,4.71,0.85,7.31,5.46,Box-to-Box,0.1275000000000004,-3.7324999999999995,2.7275,0.8775000000000004
Denis Cheryshev,Valencia,4,4.48,7.87,9.48,6.78,Box-to-Box,-2.6725000000000003,0.7174999999999994,2.3274999999999997,-0.3725000000000005
Denis Huseinbašić,FC Köln,281,5.9,2.19,7.46,2.07,Box-to-Box,1.495,-2.2150000000000003,3.0549999999999997,-2.3350000000000004
Denis Suárez Fernández,Celta Vigo,90,4.76,3.94,5.62,5.52,Box-to-Box,-0.20000000000000018,-1.02,0.6600000000000001,0.5599999999999996
Dennis Bergkamp,Arsenal,44,8.24,4.96,9.34,7.62,Box-to-Box,0.7000000000000002,-2.58,1.7999999999999998,0.08000000000000007
Dietmar Hamann,Liverpool,44,6.85,5.26,7.94,6.41,Box-to-Box,0.23499999999999943,-1.3550000000000004,1.3250000000000002,-0.20500000000000007
Dimitri Foulquier,Getafe,4,2.06,7.0,8.97,7.25,Box-to-Box,-4.26,0.6799999999999997,2.6500000000000004,0.9299999999999997
Dimitri Payet,Marseille,108,4.74,7.84,9.67,8.86,Box-to-Box,-3.0374999999999996,0.0625,1.8925,1.0824999999999996
Diogo José Rosário Gomes Figueiras,Genoa,27,2.81,2.44,4.84,2.07,Box-to-Box,-0.22999999999999998,-0.6000000000000001,1.7999999999999998,-0.9700000000000002
Dominik Kohr,FSV Mainz 05,281,7.85,2.21,8.18,2.07,Box-to-Box,2.7725,-2.8674999999999997,3.1025,-3.0075
Dorival Guidoni Júnior,Middlesbrough,44,4.39,3.84,6.05,5.92,Box-to-Box,-0.660000000000001,-1.2100000000000009,0.9999999999999991,0.8699999999999992
Edouard Michut,Paris Saint-Germain,108,4.94,2.09,6.74,2.07,Box-to-Box,0.9800000000000004,-1.87,2.7800000000000002,-1.8900000000000001
Eduardo Expósito Jaén,Eibar,42,6.18,4.34,9.42,4.88,Box-to-Box,-0.024999999999999467,-1.8649999999999993,3.2150000000000007,-1.3249999999999993
El-Hadji Ousseynou Diouf,Liverpool,44,4.44,7.33,9.53,6.21,Box-to-Box,-2.437499999999999,0.45250000000000057,2.6525,-0.6674999999999995
Emanuele Terranova,Sassuolo,27,0.13,0.85,5.29,2.07,Box-to-Box,-1.955,-1.2349999999999999,3.205,-0.015000000000000124
Emil Peter Forsberg,RB Leipzig,281,1.18,0.85,3.2,2.07,Box-to-Box,-0.6450000000000002,-0.9750000000000002,1.375,0.24499999999999966
Enner Remberto Valencia Lastra,Ecuador,106,4.49,6.42,9.85,9.54,Box-to-Box,-3.084999999999999,-1.1549999999999994,2.2750000000000004,1.9649999999999999
Enrique García Martínez,Eibar,4,0.49,0.85,4.07,2.07,Box-to-Box,-1.3800000000000001,-1.02,2.2,0.19999999999999973
Enzo Millot,VfB Stuttgart,281,5.78,2.24,6.85,5.06,Box-to-Box,0.7975000000000003,-2.7424999999999997,1.8674999999999997,0.07749999999999968
Eric Junior Dina Ebimbe,Eintracht Frankfurt,281,1.99,5.01,7.55,2.07,Box-to-Box,-2.165,0.8549999999999995,3.3949999999999996,-2.0850000000000004
Erick Cathriel Cabaco Almada,Levante UD,42,0.49,0.85,5.38,2.07,Box-to-Box,-1.7074999999999998,-1.3474999999999997,3.1825,-0.12749999999999995
Esteban Félix Granero Molina,Espanyol,4,6.77,5.15,8.67,5.67,Box-to-Box,0.20500000000000007,-1.4149999999999991,2.1050000000000004,-0.8949999999999996
Fabian Holland,Darmstadt 98,281,5.74,2.4,6.84,6.04,Box-to-Box,0.4850000000000003,-2.855,1.585,0.7850000000000001
Fabio Torsiello,Darmstadt 98,281,6.52,5.73,9.82,2.07,Box-to-Box,0.48499999999999943,-0.3049999999999997,3.785,-3.9650000000000003
Fares Chaïbi,Toulouse,235,1.28,2.31,2.88,2.07,Box-to-Box,-0.8549999999999998,0.17500000000000027,0.7450000000000001,-0.06499999999999995
Felix Kalu Nmecha,Borussia Dortmund,281,4.57,0.85,9.21,2.07,Box-to-Box,0.39500000000000046,-3.3249999999999997,5.035000000000001,-2.105
Ferjani Sassi,Tunisia,106,0.59,2.31,6.83,2.07,Box-to-Box,-2.3600000000000003,-0.6400000000000001,3.88,-0.8800000000000003
Finn Ole Becker,Hoffenheim,281,5.9,8.18,9.94,6.16,Box-to-Box,-1.6449999999999996,0.6349999999999998,2.3949999999999996,-1.3849999999999998
Florian Chabrolle,AC Ajaccio,235,2.81,0.85,4.07,2.07,Box-to-Box,0.3599999999999999,-1.6,1.62,-0.38000000000000034
Florian Sotoca,Lens,108,5.48,0.85,7.53,6.41,Box-to-Box,0.41250000000000053,-4.2175,2.4625000000000004,1.3425000000000002
Florinel Teodor Coman,Romania,282,1.44,5.1,8.94,8.6,Box-to-Box,-4.58,-0.9199999999999999,2.92,2.58
Franck Honorat,Stade Brestois,235,4.41,6.42,9.65,8.04,Box-to-Box,-2.7199999999999998,-0.71,2.5200000000000005,0.9099999999999993
Fredrik Jensen,Augsburg,281,2.81,2.87,8.07,2.07,Box-to-Box,-1.145,-1.085,4.115,-1.8850000000000002
Fábio Henrique Tavares,Brazil,106,7.04,2.92,9.47,2.07,Box-to-Box,1.665,-2.455,4.095000000000001,-3.305
Gabriel Gudmundsson,Lille,108,7.16,5.52,8.9,2.07,Box-to-Box,1.2475000000000005,-0.39250000000000007,2.9875000000000007,-3.8425
Gabriel Matías Fernández Leites,Celta Vigo,42,2.81,0.85,4.19,2.07,Box-to-Box,0.33000000000000007,-1.63,1.7100000000000004,-0.41000000000000014
Gaetano Monachello,Atalanta,27,1.18,3.53,8.95,2.07,Box-to-Box,-2.7525000000000004,-0.4025000000000003,5.017499999999999,-1.8625000000000003
Gareth Barry,Aston Villa,44,2.43,3.13,8.19,7.35,Box-to-Box,-2.845,-2.1450000000000005,2.914999999999999,2.0749999999999993
Ghilane Chalali,Tunisia,106,0.83,0.85,3.83,2.07,Box-to-Box,-1.065,-1.045,1.935,0.17499999999999982
Giorgi Kochorashvili,Georgia,282,9.96,3.6,9.99,4.85,Box-to-Box,2.860000000000001,-3.4999999999999996,2.8900000000000006,-2.25
Giulio Migliaccio,Atalanta,27,6.77,2.6,6.81,4.83,Box-to-Box,1.5175,-2.6524999999999994,1.5575,-0.42249999999999943
Gonzalo Jordy Plata Jiménez,Ecuador,106,8.19,8.36,9.49,6.49,Box-to-Box,0.05749999999999922,0.22749999999999915,1.3575,-1.6425
Gonçalo Matias Ramos,Portugal,106,1.04,0.85,1.87,2.07,Box-to-Box,-0.4175,-0.6075,0.4125000000000001,0.6124999999999998
Grant-Leon Ranos,Borussia Mönchengladbach,281,0.83,0.85,5.29,2.07,Box-to-Box,-1.4299999999999997,-1.4099999999999997,3.0300000000000002,-0.18999999999999995
Guilherme dos Santos Torres,Udinese,27,8.1,5.06,8.44,6.99,Box-to-Box,0.9524999999999988,-2.0875000000000012,1.2924999999999986,-0.15750000000000064
Gustavo Adolfo Puerta Molano,Bayer Leverkusen,281,2.81,1.72,5.46,4.37,Box-to-Box,-0.7799999999999998,-1.8699999999999999,1.87,0.7800000000000002
Gustavo Augusto Poyet Domínguez,Tottenham Hotspur,44,2.81,0.85,5.43,2.07,Box-to-Box,0.020000000000000018,-1.94,2.6399999999999997,-0.7200000000000002
Haris Belkebla,Stade Brestois,235,6.09,2.58,6.91,2.07,Box-to-Box,1.6775000000000002,-1.8324999999999996,2.4975000000000005,-2.3425
Henri Camara,Wolverhampton Wanderers,44,2.2,4.23,7.06,2.07,Box-to-Box,-1.69,0.3400000000000003,3.1699999999999995,-1.8200000000000003
Henrik Pedersen,Bolton Wanderers,44,2.81,0.85,5.41,2.07,Box-to-Box,0.02499999999999991,-1.935,2.625,-0.7150000000000003
Hichem Boudaoui,OGC Nice,108,2.39,1.89,8.54,5.27,Box-to-Box,-2.1325,-2.6325000000000003,4.017499999999999,0.7474999999999996
Hugo Ekitike,Paris Saint-Germain,235,1.86,4.24,6.52,5.15,Box-to-Box,-2.5825000000000005,-0.20250000000000057,2.077499999999999,0.7074999999999996
Hugo Larsson,Eintracht Frankfurt,281,8.07,1.82,8.6,2.07,Box-to-Box,2.9299999999999997,-3.3200000000000003,3.459999999999999,-3.0700000000000007
Hugo Magnetti,Stade Brestois,235,5.61,2.93,8.59,6.85,Box-to-Box,-0.3850000000000007,-3.065000000000001,2.594999999999999,0.8549999999999986
Héctor Miguel Herrera López,Mexico,106,5.76,2.35,6.98,4.94,Box-to-Box,0.7524999999999995,-2.6575,1.9725000000000001,-0.0674999999999999
Ibrahim Amadou,Leganés,42,1.0,0.85,4.73,2.07,Box-to-Box,-1.1625,-1.3125,2.5675000000000003,-0.09250000000000025
Ibrahima Sissoko,Strasbourg,235,5.56,5.89,9.4,5.78,Box-to-Box,-1.097500000000001,-0.767500000000001,2.7424999999999997,-0.8775000000000004
Isaac Cofie,Carpi,27,8.2,3.67,8.39,5.24,Box-to-Box,1.8249999999999993,-2.705,2.0150000000000006,-1.1349999999999998
James Philip Milner,Leeds United,44,3.22,6.55,9.88,2.07,Box-to-Box,-2.2099999999999995,1.12,4.450000000000001,-3.36
James Scowcroft,Leicester City,44,2.24,3.45,6.76,4.33,Box-to-Box,-1.955,-0.7450000000000001,2.5649999999999995,0.1349999999999998
Jan-Niklas Beste,FC Heidenheim,281,0.73,6.86,8.77,7.52,Box-to-Box,-5.24,0.8900000000000006,2.8,1.5499999999999998
Jean Lucas de Souza Oliveira,AS Monaco,108,2.81,3.73,4.23,2.07,Box-to-Box,-0.3999999999999999,0.52,1.0200000000000005,-1.1400000000000001
Jermaine Jenas,Newcastle United,44,5.5,0.85,9.23,4.49,Box-to-Box,0.48249999999999993,-4.1675,4.2125,-0.5274999999999999
Jesper Lindstrøm,Denmark,106,1.1,4.57,6.88,2.07,Box-to-Box,-2.555,0.915,3.2249999999999996,-1.5850000000000004
Jessic Ngankam,FSV Mainz 05,281,0.13,0.85,5.07,2.07,Box-to-Box,-1.9000000000000004,-1.1800000000000002,3.04,0.03999999999999959
Jhegson Sebastián Méndez Carabalí,Ecuador,106,6.75,0.85,7.93,4.74,Box-to-Box,1.6825,-4.2175,2.8625,-0.3274999999999997
Joan Verdú Fernández,Fiorentina,27,4.52,4.25,7.61,2.07,Box-to-Box,-0.09250000000000025,-0.3624999999999998,2.9975000000000005,-2.5425
Joe Cole,Chelsea,44,2.81,4.61,9.73,2.07,Box-to-Box,-1.9949999999999997,-0.1949999999999994,4.925000000000001,-2.735
Joey Barton,Manchester City,44,3.95,1.77,6.5,6.57,Box-to-Box,-0.7474999999999996,-2.9274999999999998,1.8025000000000002,1.8725000000000005
Johan Gastien,Clermont Foot,235,6.61,2.17,6.76,4.21,Box-to-Box,1.6725000000000003,-2.7675,1.8224999999999998,-0.7275
Jon Ander Garrido Moracia,Cádiz,90,0.49,0.85,2.34,2.07,Box-to-Box,-0.9475,-0.5875,0.9024999999999999,0.6324999999999998
Jonathan David,Canada,106,1.92,3.53,3.98,2.07,Box-to-Box,-0.9550000000000001,0.6549999999999998,1.105,-0.8050000000000002
Jordan Brian Henderson,England,106,8.97,4.01,9.26,6.65,Box-to-Box,1.7475000000000005,-3.2125000000000004,2.0374999999999996,-0.5724999999999998
Jordan Ferri,Montpellier,235,7.21,5.46,9.53,2.07,Box-to-Box,1.1425,-0.6074999999999999,3.4624999999999995,-3.9975
Jordan Veretout,Marseille,235,5.72,3.06,7.52,4.88,Box-to-Box,0.4250000000000007,-2.234999999999999,2.2250000000000005,-0.41499999999999915
Jorge Resurrección Merodio,Atlético Madrid,90,6.54,2.01,9.42,6.3,Box-to-Box,0.47250000000000014,-4.0575,3.3525,0.23249999999999993
Joseff Morrell,Wales,106,1.62,0.85,4.26,2.07,Box-to-Box,-0.5800000000000001,-1.35,2.0599999999999996,-0.13000000000000034
José Luis García del Pozo,Leganés,4,4.01,2.15,9.64,2.07,Box-to-Box,-0.45750000000000046,-2.3175000000000003,5.1725,-2.3975000000000004
José Manuel Rodríguez Benito,Getafe,90,0.38,0.85,9.68,2.07,Box-to-Box,-2.865,-2.395,6.435,-1.1750000000000003
Jozabed Sánchez Ruiz,Celta Vigo,4,6.99,0.85,7.65,2.07,Box-to-Box,2.6000000000000005,-3.5399999999999996,3.2600000000000007,-2.32
João Pedro Neves Filipe,Real Valladolid,90,3.8,5.94,9.71,2.07,Box-to-Box,-1.580000000000001,0.5599999999999996,4.33,-3.310000000000001
Juan Carlos Real Ruiz,Huesca,90,1.18,0.85,2.63,2.07,Box-to-Box,-0.5025000000000002,-0.8325000000000001,0.9474999999999998,0.38749999999999973
Juan Guillermo Cuadrado Bello,Juventus,27,8.8,8.25,9.54,9.18,Box-to-Box,-0.1424999999999983,-0.692499999999999,0.5975000000000001,0.2375000000000007
Julien Ponceau,Lorient,235,2.81,0.85,9.96,2.07,Box-to-Box,-1.1125000000000003,-3.0725000000000002,6.0375000000000005,-1.8525000000000005
Julián Álvarez,Argentina,106,0.13,0.85,9.57,2.07,Box-to-Box,-3.0250000000000004,-2.305,6.415,-1.0850000000000004
Kacper Urbanski,Poland,282,8.23,6.9,9.06,6.89,Box-to-Box,0.45999999999999996,-0.8700000000000001,1.29,-0.8800000000000008
Kamil Grosicki,Poland,282,0.13,0.85,3.1,2.07,Box-to-Box,-1.4075000000000002,-0.6875000000000001,1.5625,0.5324999999999998
Kang-In Lee,South Korea,106,3.98,6.31,7.61,5.15,Box-to-Box,-1.7824999999999993,0.5475000000000003,1.847500000000001,-0.6124999999999989
Kevin Kampl,RB Leipzig,281,4.61,4.39,9.13,7.11,Box-to-Box,-1.7000000000000002,-1.9200000000000008,2.8200000000000003,0.7999999999999998
Kevin Nolan,Bolton Wanderers,44,3.96,5.01,9.4,5.78,Box-to-Box,-2.0774999999999997,-1.0274999999999999,3.3625000000000007,-0.2574999999999994
Kevin Paredes,Wolfsburg,281,8.43,0.85,9.91,2.07,Box-to-Box,3.115,-4.465,4.595000000000001,-3.2449999999999997
Kevin Strootman,AS Roma,27,5.41,1.96,8.42,4.4,Box-to-Box,0.3625000000000007,-3.0874999999999995,3.3725000000000005,-0.6474999999999991
Khouma El Hadji Babacar,Fiorentina,27,0.26,0.85,5.39,2.07,Box-to-Box,-1.8825,-1.2925,3.2474999999999996,-0.07250000000000023
Klaus Gjasula,Albania,282,2.81,0.85,9.85,2.07,Box-to-Box,-1.085,-3.045,5.955,-1.8250000000000002
Laureano Antonio Villa Suárez,Real Valladolid,4,3.18,3.35,4.9,2.07,Box-to-Box,-0.19499999999999984,-0.02499999999999991,1.5250000000000004,-1.3050000000000002
Laurent Abergel,Lorient,108,5.23,3.86,6.12,5.22,Box-to-Box,0.1225000000000005,-1.2475,1.0125000000000002,0.11249999999999982
Lee Hendrie,Aston Villa,44,1.73,4.48,6.83,6.16,Box-to-Box,-3.0700000000000007,-0.3200000000000003,2.0299999999999994,1.3599999999999994
Lei Wu,Espanyol,42,0.63,0.85,1.9,2.07,Box-to-Box,-0.7324999999999998,-0.5124999999999998,0.5375000000000001,0.7075
Lennard Maloney,FC Heidenheim,281,4.0,1.8,6.18,2.07,Box-to-Box,0.4874999999999998,-1.7125000000000001,2.6674999999999995,-1.4425000000000003
Leroy Sané,Germany,106,6.27,4.59,8.66,9.2,Box-to-Box,-0.9100000000000001,-2.59,1.4800000000000004,2.0199999999999996
Lesley Chimuanya Ugochukwu,Rennes,235,6.28,5.43,8.68,4.57,Box-to-Box,0.040000000000000036,-0.8100000000000005,2.4399999999999995,-1.67
Lilian Nalis,Leicester City,44,3.58,3.61,8.98,2.07,Box-to-Box,-0.9800000000000004,-0.9500000000000006,4.42,-2.4900000000000007
Lionel Andrés Messi Cuccittini,Paris Saint-Germain,235,9.18,6.18,9.51,8.53,Box-to-Box,0.8300000000000001,-2.17,1.1600000000000001,0.17999999999999972
Lorenzo Pasciuti,Carpi,27,6.42,5.87,8.37,8.13,Box-to-Box,-0.7774999999999999,-1.3274999999999997,1.1724999999999994,0.932500000000001
Luca Sangalli Fuentes,Real Sociedad,4,4.05,3.53,8.93,2.07,Box-to-Box,-0.5949999999999998,-1.1149999999999998,4.285,-2.5749999999999997
Lucas Neill,Blackburn Rovers,44,4.16,4.69,6.94,5.23,Box-to-Box,-1.0950000000000006,-0.5650000000000004,1.6849999999999996,-0.025000000000000355
Lucas Tolentino Coelho de Lima,Brazil,106,9.66,2.13,9.25,7.55,Box-to-Box,2.5125,-5.0175,2.1025,0.40249999999999986
Lucas Tousart,Union Berlin,281,4.17,5.01,9.1,2.07,Box-to-Box,-0.9175000000000004,-0.07750000000000057,4.012499999999999,-3.0175000000000005
Lucas Vázquez Iglesias,Real Madrid,42,2.81,0.85,9.57,2.07,Box-to-Box,-1.0150000000000001,-2.975,5.745,-1.7550000000000003
