midfielder,team,season_id,pass_control,ball_progression,defensive_contribution,creative_output,cluster_profile,relative_pass_control,relative_ball_progression,relative_defensive_contribution,relative_creative_output
Paulo Bruno Exequiel Dybala,Juventus,27,3.76,6.65,7.87,8.81,Deep-Lying Playmaker,-3.012500000000001,-0.1225000000000005,1.0974999999999993,2.0374999999999996
Paweł Wszołek,Sampdoria,27,7.29,9.67,6.39,8.96,Deep-Lying Playmaker,-0.7875000000000005,1.5924999999999994,-1.6875000000000009,0.8825000000000003
Phil Neville,Manchester United,44,6.25,2.87,2.63,6.89,Deep-Lying Playmaker,1.5899999999999999,-1.79,-2.0300000000000002,2.2299999999999995
Philip Foden,England,106,3.71,5.52,0.52,7.95,Deep-Lying Playmaker,-0.7149999999999999,1.0949999999999998,-3.905,3.5250000000000004
Pierre Lees Melou,Stade Brestois,235,6.92,6.1,5.06,7.34,Deep-Lying Playmaker,0.5650000000000004,-0.2549999999999999,-1.295,0.9850000000000003
Quincy Anton Promes,Sevilla,4,6.12,6.55,4.07,8.46,Deep-Lying Playmaker,-0.1800000000000006,0.2499999999999991,-2.2300000000000004,2.16
Rade Krunić,Empoli,27,6.74,6.97,6.09,8.7,Deep-Lying Playmaker,-0.3849999999999998,-0.15500000000000025,-1.0350000000000001,1.5749999999999993
Ramon Olamilekan Azeez,Granada,42,1.03,2.21,3.7,8.46,Deep-Lying Playmaker,-2.8200000000000003,-1.6400000000000006,-0.15000000000000036,4.61
Raphael Dias Belloli,Brazil,106,7.52,6.95,3.69,7.99,Deep-Lying Playmaker,0.9824999999999999,0.41250000000000053,-2.8474999999999997,1.4525000000000006
Rasmus Carstensen,FC Köln,281,4.67,7.45,4.3,9.33,Deep-Lying Playmaker,-1.7675,1.0125000000000002,-2.1375,2.8925
Rey Manaj,Inter Milan,27,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Riad Nouri,AC Ajaccio,235,0.71,2.63,1.65,2.07,Deep-Lying Playmaker,-1.0550000000000002,0.8649999999999998,-0.11500000000000021,0.3049999999999997
Ricardo Kishna,Lazio,27,0.4,8.15,1.17,7.52,Deep-Lying Playmaker,-3.9100000000000006,3.84,-3.1400000000000006,3.209999999999999
Riccardo Meggiorini,Chievo,27,4.06,9.05,3.8,9.41,Deep-Lying Playmaker,-2.5200000000000005,2.4700000000000006,-2.7800000000000002,2.83
Riccardo Saponara,Empoli,27,8.05,8.28,6.23,9.27,Deep-Lying Playmaker,0.09250000000000114,0.3224999999999998,-1.7274999999999991,1.3125
Riley McGree,Australia,106,5.9,2.01,3.59,8.53,Deep-Lying Playmaker,0.8925000000000001,-2.9975000000000005,-1.4175000000000004,3.522499999999999
Riyadh Sharahili,Saudi Arabia,106,5.9,3.19,5.24,8.26,Deep-Lying Playmaker,0.2525000000000004,-2.4575,-0.40749999999999975,2.6125
Robbie Fowler,Manchester City,44,0.27,0.85,2.0,8.46,Deep-Lying Playmaker,-2.6250000000000004,-2.0450000000000004,-0.8950000000000005,5.565
Robert Acquafresca,Bologna,27,0.49,0.85,0.52,2.07,Deep-Lying Playmaker,-0.49249999999999994,-0.13249999999999995,-0.4624999999999999,1.0875
Robert Kenedy Nunes do Nascimento,Getafe,42,8.43,7.13,3.2,9.82,Deep-Lying Playmaker,1.2850000000000001,-0.01499999999999968,-3.9449999999999994,2.6750000000000007
Robin Quaison,Palermo,27,7.17,8.66,7.73,8.99,Deep-Lying Playmaker,-0.9675000000000011,0.5224999999999991,-0.40750000000000064,0.8524999999999991
Rodrigo Sebastián Palacio,Inter Milan,27,6.37,7.63,6.58,8.97,Deep-Lying Playmaker,-1.0174999999999992,0.2425000000000006,-0.8074999999999992,1.5825000000000014
Rodrygo Silva de Goes,Brazil,106,4.28,6.98,2.61,6.76,Deep-Lying Playmaker,-0.8775000000000004,1.8224999999999998,-2.5475000000000008,1.6024999999999991
Romain Del Castillo,Stade Brestois,235,4.8,9.44,2.39,7.17,Deep-Lying Playmaker,-1.1499999999999995,3.49,-3.559999999999999,1.2200000000000006
Romain Hamouma,Saint-Étienne,108,4.09,6.14,2.2,7.66,Deep-Lying Playmaker,-0.9325000000000001,1.1174999999999997,-2.8225,2.6375
Ronald Federico Araújo da Silva,Barcelona,42,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Rubén García Santos,Osasuna,90,3.83,0.85,1.65,8.67,Deep-Lying Playmaker,0.08000000000000007,-2.9,-2.1,4.92
Rubén Pardo Gutiérrez,Real Sociedad,4,4.3,5.57,5.75,9.2,Deep-Lying Playmaker,-1.9050000000000002,-0.6349999999999998,-0.45500000000000007,2.994999999999999
Ryan Giggs,Manchester United,44,2.26,7.37,1.4,7.2,Deep-Lying Playmaker,-2.2975000000000003,2.8125,-3.1575,2.6425
Salem Mohammed Al Dawsari,Saudi Arabia,106,8.93,7.49,5.94,9.09,Deep-Lying Playmaker,1.067499999999999,-0.3725000000000005,-1.9225000000000003,1.2274999999999991
Salih Uçan,AS Roma,27,2.19,4.28,2.78,5.17,Deep-Lying Playmaker,-1.415,0.6750000000000003,-0.8250000000000002,1.565
Saman Ghoddos,Iran,106,1.44,0.85,0.52,7.95,Deep-Lying Playmaker,-1.25,-1.8399999999999999,-2.17,5.26
Sami Khalil Al Naji,Saudi Arabia,106,4.7,3.19,3.89,7.95,Deep-Lying Playmaker,-0.23249999999999993,-1.7425000000000002,-1.0425,3.0175
Samuel Chimerenka Chukwueze,Villarreal,90,4.42,8.14,3.12,9.57,Deep-Lying Playmaker,-1.8925,1.8275000000000006,-3.1925,3.2575000000000003
Santiago Cazorla González,Villarreal,4,6.44,4.84,2.43,9.26,Deep-Lying Playmaker,0.6975000000000007,-0.9024999999999999,-3.3124999999999996,3.5175
Santiago Comesaña Veiga,Rayo Vallecano,4,5.74,4.69,2.54,5.92,Deep-Lying Playmaker,1.0175,-0.03249999999999975,-2.1825,1.1974999999999998
Santiago Cáseres,Villarreal,4,7.94,5.64,7.54,9.61,Deep-Lying Playmaker,0.2575000000000003,-2.0425000000000004,-0.14250000000000007,1.9274999999999993
Santiago Mina Lorenzo,Celta Vigo,42,1.18,0.85,0.52,2.07,Deep-Lying Playmaker,0.025000000000000133,-0.3049999999999998,-0.6349999999999998,0.915
Saúl Ñíguez Esclapez,Atlético Madrid,4,4.68,5.44,2.59,4.78,Deep-Lying Playmaker,0.3074999999999992,1.0675,-1.7825000000000006,0.40749999999999975
Senad Lulić,Lazio,27,7.38,9.43,8.0,8.97,Deep-Lying Playmaker,-1.0650000000000004,0.9849999999999994,-0.4450000000000003,0.5250000000000004
Serge Gakpé,Genoa,27,2.32,8.36,4.7,7.9,Deep-Lying Playmaker,-3.5000000000000004,2.539999999999999,-1.12,2.08
Serge Gnabry,Germany,106,4.2,3.64,4.34,9.28,Deep-Lying Playmaker,-1.165,-1.725,-1.0250000000000004,3.914999999999999
Sergi Darder Moll,Espanyol,42,1.38,3.01,4.43,9.61,Deep-Lying Playmaker,-3.2275,-1.5975000000000001,-0.1775000000000002,5.0024999999999995
Sergio Canales Madrazo,Real Betis,90,4.9,8.44,3.29,9.03,Deep-Lying Playmaker,-1.5149999999999988,2.0250000000000004,-3.124999999999999,2.615
Sergio García De La Fuente,Espanyol,4,0.83,3.35,0.52,8.91,Deep-Lying Playmaker,-2.5725,-0.05249999999999977,-2.8825,5.5075
Sergio Gómez Martín,Huesca,90,7.11,4.17,2.1,7.66,Deep-Lying Playmaker,1.8500000000000005,-1.0899999999999999,-3.1599999999999997,2.4000000000000004
Sergio León Limones,Levante UD,90,0.83,0.85,0.52,2.07,Deep-Lying Playmaker,-0.23749999999999993,-0.21749999999999992,-0.5474999999999999,1.0025
Seth Johnson,Leeds United,44,4.19,3.88,2.68,7.34,Deep-Lying Playmaker,-0.3324999999999996,-0.6425000000000001,-1.8424999999999998,2.8175
Simone Edera,Torino,27,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Simone Pepe,Chievo,27,6.83,8.5,7.72,8.87,Deep-Lying Playmaker,-1.1500000000000004,0.5199999999999996,-0.2600000000000007,0.8899999999999988
Simone Verdi,Carpi,27,5.34,8.97,8.24,9.84,Deep-Lying Playmaker,-2.7575000000000003,0.8725000000000005,0.14250000000000007,1.7424999999999997
Steve McManaman,Manchester City,44,5.9,8.8,4.19,9.9,Deep-Lying Playmaker,-1.2974999999999994,1.602500000000001,-3.0074999999999994,2.7025000000000006
Steve Stone,Portsmouth,44,3.27,7.32,6.16,8.84,Deep-Lying Playmaker,-3.1275,0.9225000000000003,-0.23749999999999982,2.4425
Steve Watson,Everton,44,1.04,8.13,7.05,9.16,Deep-Lying Playmaker,-5.305000000000001,1.7850000000000001,0.7049999999999992,2.8149999999999995
Steven Berghuis,Netherlands,106,5.72,5.36,1.94,5.5,Deep-Lying Playmaker,1.0899999999999999,0.7300000000000004,-2.69,0.8700000000000001
Steven Reid,Blackburn Rovers,44,2.35,5.52,1.4,7.52,Deep-Lying Playmaker,-1.8474999999999997,1.3224999999999998,-2.7975,3.3225
Sultan Abdullah Salim Al Ghannam,Saudi Arabia,106,0.34,0.85,0.52,2.07,Deep-Lying Playmaker,-0.605,-0.09499999999999997,-0.42499999999999993,1.125
Sylvain Wiltord,Arsenal,44,1.56,6.93,1.99,5.16,Deep-Lying Playmaker,-2.35,3.0199999999999996,-1.9200000000000002,1.25
Taulant Sulejmanov,Albania,282,1.62,8.41,9.89,9.67,Deep-Lying Playmaker,-5.777500000000001,1.0124999999999993,2.4924999999999997,2.272499999999999
Thierry Henry,Arsenal,44,6.0,8.1,1.61,9.24,Deep-Lying Playmaker,-0.23749999999999982,1.8624999999999998,-4.6274999999999995,3.0025000000000004
Thorgan Hazard,Belgium,106,8.43,6.42,2.07,9.88,Deep-Lying Playmaker,1.7300000000000004,-0.27999999999999936,-4.629999999999999,3.1800000000000015
Tim Matavž,Genoa,27,0.34,0.85,0.52,2.07,Deep-Lying Playmaker,-0.605,-0.09499999999999997,-0.42499999999999993,1.125
Tim Oermann,Bochum,281,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Tim Skarke,Darmstadt 98,281,2.35,8.65,1.9,6.41,Deep-Lying Playmaker,-2.4775000000000005,3.8225,-2.9275000000000007,1.5824999999999996
Timo Werner,RB Leipzig,281,1.06,7.58,1.23,9.73,Deep-Lying Playmaker,-3.8400000000000003,2.6799999999999997,-3.6700000000000004,4.83
Tobias Kempe,Darmstadt 98,281,2.81,0.85,3.32,9.73,Deep-Lying Playmaker,-1.3675000000000002,-3.3275,-0.8575000000000004,5.5525
Trent Alexander-Arnold,England,282,6.16,2.06,1.28,7.05,Deep-Lying Playmaker,2.0225,-2.0775,-2.8575,2.9124999999999996
Trevor Sinclair,Manchester City,44,4.04,3.9,4.48,7.32,Deep-Lying Playmaker,-0.8950000000000005,-1.0350000000000006,-0.45500000000000007,2.385
Tristan Dingomé,Troyes,235,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Ui-Jo Hwang,South Korea,106,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Urby Emanuelson,Hellas Verona,27,8.56,9.66,7.81,9.42,Deep-Lying Playmaker,-0.30249999999999844,0.7975000000000012,-1.0524999999999993,0.557500000000001
Valon Berisha,Stade de Reims,108,4.47,7.13,8.15,9.73,Deep-Lying Playmaker,-2.9000000000000004,-0.2400000000000002,0.7800000000000002,2.3600000000000003
Valter Birsa,Chievo,27,7.51,8.02,6.29,8.86,Deep-Lying Playmaker,-0.16000000000000014,0.34999999999999964,-1.38,1.1899999999999995
Vincent Paté Aboubakar,Cameroon,106,5.9,8.8,4.99,9.36,Deep-Lying Playmaker,-1.3624999999999998,1.5375000000000005,-2.2725,2.0974999999999993
Vincenzo Grifo,Freiburg,281,1.99,4.01,0.52,6.91,Deep-Lying Playmaker,-1.3675,0.6524999999999999,-2.8375,3.5525
Vladimir Smicer,Liverpool,44,0.67,7.13,0.52,9.61,Deep-Lying Playmaker,-3.8125,2.6475,-3.9625,5.1274999999999995
Václav Černý,Czech Republic,282,3.49,4.01,4.15,6.53,Deep-Lying Playmaker,-1.0549999999999997,-0.5350000000000001,-0.3949999999999996,1.9850000000000003
Víctor Gómez Perea,Espanyol,42,6.66,3.04,1.26,7.95,Deep-Lying Playmaker,1.9325,-1.6875,-3.4675000000000002,3.2225
Waldo Rubio Martín,Real Valladolid,42,3.76,7.85,3.8,8.17,Deep-Lying Playmaker,-2.135,1.955,-2.0949999999999998,2.2750000000000004
Wesley Saïd,Lens,108,1.44,0.85,0.52,2.07,Deep-Lying Playmaker,0.21999999999999997,-0.37,-0.7,0.8499999999999999
Xavi Simons,Netherlands,282,8.91,8.89,7.49,9.14,Deep-Lying Playmaker,0.3025000000000002,0.28250000000000064,-1.1174999999999997,0.5325000000000006
Xavier Chavalerin,Troyes,108,5.15,2.4,2.36,6.16,Deep-Lying Playmaker,1.1325000000000003,-1.6175000000000002,-1.6575000000000002,2.1425
Xherdan Shaqiri,Switzerland,106,3.49,1.97,1.98,8.16,Deep-Lying Playmaker,-0.4099999999999997,-1.93,-1.92,4.26
Yannick Cahuzac,Lens,108,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Yannick Gerhardt,Wolfsburg,281,2.39,4.11,1.72,5.39,Deep-Lying Playmaker,-1.0124999999999997,0.7075000000000005,-1.6824999999999999,1.9874999999999998
Yannis Salibur,Mallorca,42,2.81,7.94,0.52,9.97,Deep-Lying Playmaker,-2.5000000000000004,2.63,-4.790000000000001,4.66
Youri Djorkaeff,Bolton Wanderers,44,3.8,2.09,1.31,9.15,Deep-Lying Playmaker,-0.28750000000000053,-1.9975000000000005,-2.7775000000000003,5.0625
Youssef Msakni,Tunisia,106,3.44,8.18,2.86,7.74,Deep-Lying Playmaker,-2.1149999999999998,2.625,-2.695,2.1850000000000005
Yussif Raman Chibsah,Frosinone,27,7.62,8.87,7.47,7.9,Deep-Lying Playmaker,-0.34499999999999975,0.9049999999999994,-0.4950000000000001,-0.0649999999999995
Yussuf Yurary Poulsen,RB Leipzig,281,0.83,0.85,0.52,2.07,Deep-Lying Playmaker,-0.23749999999999993,-0.21749999999999992,-0.5474999999999999,1.0025
Yusuf Yazıcı,Lille,235,5.36,7.58,4.78,9.68,Deep-Lying Playmaker,-1.4900000000000002,0.7299999999999995,-2.0700000000000003,2.829999999999999
Álvaro Borja Morata Martín,Juventus,27,3.43,7.78,1.54,6.36,Deep-Lying Playmaker,-1.3474999999999997,3.0025000000000004,-3.2375,1.5825000000000005
Ángel Montoro Sánchez,Granada,42,1.62,3.27,3.2,6.78,Deep-Lying Playmaker,-2.0975,-0.44750000000000023,-0.5175000000000001,3.0625
Éverton Augusto de Barros Ribeiro,Brazil,106,1.99,9.72,1.61,9.68,Deep-Lying Playmaker,-3.76,3.9700000000000006,-4.14,3.9299999999999997
Óscar Melendo Jiménez,Espanyol,42,8.43,0.85,0.52,9.47,Deep-Lying Playmaker,3.6125,-3.9675,-4.297499999999999,4.652500000000001
Óscar Rodríguez Arnaiz,Leganés,4,2.12,3.61,2.46,7.11,Deep-Lying Playmaker,-1.705,-0.2150000000000003,-1.3650000000000002,3.285
İrfan Can Kahveci,Turkey,282,0.13,0.85,0.52,2.07,Deep-Lying Playmaker,-0.7625,-0.04249999999999998,-0.37249999999999994,1.1774999999999998
Abdallahi Mohamed Mahmoud,Deportivo Alavés,42,2.81,7.13,3.42,2.07,Defensive Midfielder,-1.0474999999999999,3.2725,-0.4375,-1.7875
Accursio Bentivegna,Palermo,27,1.18,5.26,3.42,2.07,Defensive Midfielder,-1.8025,2.2775,0.4375,-0.9125000000000001
Achraf Hakimi Mouh,Paris Saint-Germain,108,2.81,7.58,2.25,2.07,Defensive Midfielder,-0.8675000000000002,3.9025,-1.4275000000000002,-1.6075000000000004
Adam Hložek,Bayer Leverkusen,281,7.94,9.34,8.29,7.78,Defensive Midfielder,-0.39749999999999996,1.0024999999999995,-0.04750000000000121,-0.5575000000000001
Adil Aouchiche,Saint-Étienne,108,4.84,8.04,2.08,2.07,Defensive Midfielder,0.5825000000000005,3.7824999999999998,-2.1774999999999993,-2.1874999999999996
Adnan Januzaj,Real Sociedad,42,5.25,7.13,2.75,2.07,Defensive Midfielder,0.9500000000000002,2.83,-1.5499999999999998,-2.23
Adrián Embarba Blázquez,Espanyol,42,1.4,7.58,4.85,2.07,Defensive Midfielder,-2.575,3.605,0.8749999999999996,-1.9050000000000002
Adrián Marín Gómez,Deportivo Alavés,4,7.11,7.94,3.55,2.07,Defensive Midfielder,1.9425,2.7725,-1.6175000000000006,-3.0975000000000006
Agustín Canobbio Graviz,Uruguay,106,6.66,7.94,3.2,2.07,Defensive Midfielder,1.6925,2.9725,-1.7675,-2.8975000000000004
Ajdin Hrustic,Australia,106,5.9,7.13,3.51,2.07,Defensive Midfielder,1.2475000000000005,2.4775,-1.1425,-2.5825
Alan Virginius,Lille,235,4.69,8.94,1.31,2.07,Defensive Midfielder,0.4375000000000009,4.6875,-2.9424999999999994,-2.1824999999999997
Alan Wright,Middlesbrough,44,3.42,5.06,4.89,2.07,Defensive Midfielder,-0.4400000000000004,1.1999999999999993,1.0299999999999994,-1.7900000000000005
Alberto Perea Correoso,Cádiz,90,4.98,8.7,9.01,6.68,Defensive Midfielder,-2.362499999999999,1.3575,1.6675000000000004,-0.6624999999999996
Aleksandr Golovin,AS Monaco,235,1.77,9.77,2.17,6.6,Defensive Midfielder,-3.3074999999999997,4.6925,-2.9074999999999998,1.5225
Alessandro Frara,Frosinone,27,6.84,8.2,6.22,5.17,Defensive Midfielder,0.23249999999999993,1.5924999999999994,-0.3875000000000002,-1.4375
Alessandro Matri,Lazio,27,2.81,9.61,4.63,2.07,Defensive Midfielder,-1.9700000000000002,4.829999999999999,-0.15000000000000036,-2.7100000000000004
Alex Sandro Lobo Silva,Juventus,27,7.98,9.82,6.28,7.71,Defensive Midfielder,0.03249999999999975,1.8724999999999996,-1.6675000000000004,-0.2375000000000007
Alexei Gennadyevich Smertin,Portsmouth,44,3.66,8.8,6.96,2.07,Defensive Midfielder,-1.7125000000000004,3.4275,1.5874999999999995,-3.3025000000000007
Ali Al Hassan,Saudi Arabia,106,0.34,6.42,5.34,2.07,Defensive Midfielder,-3.2025,2.8775,1.7974999999999999,-1.4725000000000001
Ali Assadalla Thaimn Qambar,Qatar,106,2.81,9.12,1.52,2.07,Defensive Midfielder,-1.0699999999999998,5.239999999999999,-2.36,-1.81
Alireza Jahanbakhsh,Iran,106,0.49,5.73,3.04,2.07,Defensive Midfielder,-2.3425000000000002,2.8975,0.20749999999999957,-0.7625000000000006
Allan Romeo Nyom,Getafe,90,0.49,6.76,6.78,2.07,Defensive Midfielder,-3.535,2.7349999999999994,2.755,-1.9550000000000005
Amadou Salif Mbengue,Metz,108,2.81,9.88,4.63,2.07,Defensive Midfielder,-2.0375,5.032500000000001,-0.21750000000000025,-2.7775000000000003
Amine Gouiri,OGC Nice,108,0.34,9.77,0.52,2.07,Defensive Midfielder,-2.835,6.595,-2.655,-1.105
Anastasios Donis,Stade de Reims,108,0.63,9.94,4.45,2.07,Defensive Midfielder,-3.6425,5.6674999999999995,0.1775000000000002,-2.2025
Andrea Belotti,Torino,27,6.21,8.06,9.95,2.07,Defensive Midfielder,-0.3624999999999998,1.4875000000000007,3.3774999999999995,-4.5024999999999995
Andreas Skov Olsen,Denmark,282,1.88,6.68,1.45,2.07,Defensive Midfielder,-1.1399999999999997,3.66,-1.5699999999999996,-0.9499999999999997
Andriy Yarmolenko,Ukraine,282,1.02,6.13,7.79,2.07,Defensive Midfielder,-3.2325000000000004,1.8774999999999995,3.5374999999999996,-2.1825000000000006
Ante Rebić,Hellas Verona,27,4.26,9.52,8.4,9.1,Defensive Midfielder,-3.5600000000000005,1.6999999999999993,0.5800000000000001,1.2799999999999994
Anthony Daniel Contreras Enríquez,Costa Rica,106,2.09,7.13,9.89,2.07,Defensive Midfielder,-3.205,1.835,4.595000000000001,-3.225
Anthony Le Tallec,Liverpool,44,4.96,6.42,2.75,2.07,Defensive Midfielder,0.9100000000000001,2.37,-1.2999999999999998,-1.98
Anthony Mounier,Bologna,27,7.32,8.33,8.1,6.76,Defensive Midfielder,-0.3074999999999992,0.7025000000000006,0.47250000000000014,-0.8674999999999997
Anuar Mohamed Tuhami,Real Valladolid,4,4.61,7.05,7.25,2.07,Defensive Midfielder,-0.6349999999999998,1.8049999999999997,2.005,-3.1750000000000003
Anwar El Ghazi,FSV Mainz 05,281,1.36,8.41,2.4,2.07,Defensive Midfielder,-2.2,4.85,-1.1600000000000001,-1.4900000000000002
Arbër Hoxha,Albania,282,1.62,9.88,3.1,2.07,Defensive Midfielder,-2.5474999999999994,5.712500000000001,-1.0674999999999994,-2.0974999999999997
Armand Lauriente,Lorient,108,0.83,9.61,4.07,2.07,Defensive Midfielder,-3.3149999999999995,5.465,-0.07499999999999929,-2.0749999999999997
Augusto Jorge Mateo Solari,Celta Vigo,90,0.4,8.8,7.84,2.07,Defensive Midfielder,-4.3774999999999995,4.022500000000001,3.0625,-2.7075
Awer Mabil,Australia,106,1.18,9.74,0.52,2.07,Defensive Midfielder,-2.1975,6.362500000000001,-2.8575,-1.3075
Bambasé Conté,Hoffenheim,281,2.81,8.8,9.96,2.07,Defensive Midfielder,-3.1,2.8900000000000006,4.050000000000001,-3.8400000000000003
Barış Alper Yılmaz,Turkey,282,2.81,6.42,8.64,2.07,Defensive Midfielder,-2.1750000000000003,1.4349999999999996,3.6550000000000002,-2.9150000000000005
Boško Janković,Hellas Verona,27,3.38,9.35,3.48,4.28,Defensive Midfielder,-1.7425000000000006,4.227499999999999,-1.6425000000000005,-0.8425000000000002
Bradley Locko,Stade de Reims,108,3.37,4.47,3.95,2.07,Defensive Midfielder,-0.09499999999999975,1.005,0.4850000000000003,-1.395
Brennan Johnson,Wales,106,0.83,8.68,5.32,2.07,Defensive Midfielder,-3.3949999999999996,4.455,1.0950000000000006,-2.155
Brett Emerton,Blackburn Rovers,44,2.25,6.84,6.99,5.09,Defensive Midfielder,-3.0424999999999995,1.5475000000000003,1.6975000000000007,-0.20249999999999968
Brian McBride,Fulham,44,1.0,7.94,2.91,2.07,Defensive Midfielder,-2.4800000000000004,4.46,-0.5700000000000003,-1.4100000000000006
Bryan Gil Salvatierra,Leganés,42,5.9,9.88,8.5,2.07,Defensive Midfielder,-0.6875,3.2925000000000004,1.9124999999999996,-4.5175
Bukayo Saka,England,282,1.87,9.11,9.73,9.33,Defensive Midfielder,-5.64,1.5999999999999996,2.2200000000000006,1.8200000000000003
Carlos Alberto Rodríguez Gómez,Mexico,106,1.11,7.62,4.46,2.07,Defensive Midfielder,-2.705,3.8049999999999997,0.6449999999999996,-1.7450000000000006
Carlos Arturo Bacca Ahumada,Villarreal,4,5.25,8.8,3.42,2.07,Defensive Midfielder,0.3650000000000002,3.915000000000001,-1.4649999999999999,-2.815
Chris Führich,VfB Stuttgart,281,3.53,8.15,9.51,6.41,Defensive Midfielder,-3.3699999999999997,1.2500000000000009,2.6100000000000003,-0.4899999999999993
Craig Hignett,Leicester City,44,1.3,4.81,4.12,2.07,Defensive Midfielder,-1.7750000000000001,1.7349999999999994,1.045,-1.0050000000000003
Cristian Daniel Ansaldi,Genoa,27,3.26,9.32,6.86,5.53,Defensive Midfielder,-2.982500000000001,3.0774999999999997,0.6174999999999997,-0.7125000000000004
Cristiano Ronaldo dos Santos Aveiro,Manchester United,44,1.32,8.11,4.87,2.07,Defensive Midfielder,-2.7725,4.017499999999999,0.7774999999999999,-2.0225000000000004
Damien Johnson,Birmingham City,44,4.27,7.34,1.13,2.07,Defensive Midfielder,0.5674999999999999,3.6375,-2.5725,-1.6324999999999998
Dan Ndoye,Switzerland,282,7.34,9.53,6.34,6.47,Defensive Midfielder,-0.07999999999999918,2.1100000000000003,-1.0799999999999992,-0.9499999999999993
Dango Aboubacar Faissal Ouattara,Lorient,108,3.63,9.73,7.59,6.33,Defensive Midfielder,-3.1900000000000004,2.91,0.7699999999999996,-0.4900000000000002
Daniel Alejandro Torres Rojas,Deportivo Alavés,4,1.52,5.26,1.84,2.07,Defensive Midfielder,-1.1524999999999999,2.5875,-0.8324999999999998,-0.6025
Daniel-Kofi Kyereh,Ghana,106,2.16,7.47,1.24,2.07,Defensive Midfielder,-1.0749999999999997,4.234999999999999,-1.9949999999999999,-1.165
Daniele Verde,Frosinone,27,1.31,7.37,4.98,2.07,Defensive Midfielder,-2.6225,3.4375,1.0475000000000003,-1.8625000000000003
Danny Murphy,Liverpool,44,8.43,8.8,5.07,2.07,Defensive Midfielder,2.3374999999999995,2.7075000000000005,-1.0225,-4.022500000000001
Danny Tiatto,Manchester City,44,0.49,7.94,4.0,2.07,Defensive Midfielder,-3.135,4.315,0.375,-1.5550000000000002
Darius Vassell,Aston Villa,44,6.66,9.45,9.66,2.07,Defensive Midfielder,-0.2999999999999998,2.4899999999999993,2.7,-4.890000000000001
Darko Brašanac,Deportivo Alavés,4,5.9,8.41,2.34,2.07,Defensive Midfielder,1.2200000000000006,3.7300000000000004,-2.34,-2.61
Darko Lazović,Genoa,27,5.46,9.04,8.63,8.35,Defensive Midfielder,-2.410000000000001,1.1699999999999982,0.7599999999999998,0.47999999999999865
Darren Ambrose,Newcastle United,44,2.01,8.49,4.48,2.07,Defensive Midfielder,-2.2525000000000004,4.2275,0.21750000000000025,-2.1925000000000003
Darren Anderton,Tottenham Hotspur,44,0.73,8.8,9.83,8.91,Defensive Midfielder,-6.3375,1.7325000000000008,2.7625,1.8425000000000002
Darwin Daniel Machís Marcano,Granada,42,1.08,6.61,4.97,2.07,Defensive Midfielder,-2.6025,2.9275,1.2874999999999996,-1.6125000000000003
Deian Cristian Sorescu,Romania,282,2.81,7.13,5.29,2.07,Defensive Midfielder,-1.5150000000000001,2.8049999999999997,0.9649999999999999,-2.2550000000000003
Denis Bouanga,Saint-Étienne,108,2.19,8.53,8.31,5.78,Defensive Midfielder,-4.012500000000001,2.327499999999999,2.1075,-0.4225000000000003
Diego Ángel Capel Trinidad,Genoa,27,3.94,6.8,5.55,4.45,Defensive Midfielder,-1.2449999999999997,1.6150000000000002,0.3650000000000002,-0.7349999999999994
Domagoj Bradarić,Lille,108,2.81,7.58,2.4,2.07,Defensive Midfielder,-0.9050000000000002,3.8649999999999998,-1.3150000000000004,-1.6450000000000005
Douglas Luiz Soares de Paulo,Girona,4,3.51,7.7,4.39,2.07,Defensive Midfielder,-0.9075000000000006,3.2824999999999998,-0.027500000000000746,-2.3475000000000006
Eberechi Eze,England,282,2.14,8.61,3.91,2.07,Defensive Midfielder,-2.0425,4.427499999999999,-0.27249999999999996,-2.1125000000000003
Eden Hazard,Belgium,106,4.73,6.92,4.59,5.1,Defensive Midfielder,-0.6050000000000004,1.584999999999999,-0.745000000000001,-0.2350000000000012
Edon Zhegrova,Lille,235,2.81,9.12,9.76,2.07,Defensive Midfielder,-3.1299999999999994,3.1799999999999997,3.8200000000000003,-3.8699999999999997
Edson Omar Álvarez Velázquez,Mexico,106,3.69,8.52,6.89,4.33,Defensive Midfielder,-2.1675,2.6624999999999996,1.0324999999999998,-1.5274999999999999
Elvis Rexhbeçaj,Augsburg,281,0.3,2.97,2.17,2.07,Defensive Midfielder,-1.5775,1.0925000000000002,0.2925,0.1924999999999999
